,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Way,Spend
4061,0,1,6,2,21.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4062,0,0,6,1,39.0,0,0.0,0.0,1.0,0.0,2330.0,01,2331.0
4064,1,0,2,2,37.0,0,33.0,3484.0,17.0,4.0,1384.0,12,4922.0
4065,1,0,2,2,31.0,0,22.0,10025.0,2.0,124.0,1.0,12,10174.0
4067,1,1,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4068,2,0,3,2,23.0,0,118.0,0.0,949.0,206.0,2071.0,22,3344.0
4070,1,0,2,2,28.0,0,3.0,2127.0,0.0,696.0,10.0,12,2836.0
4071,1,0,2,0,40.0,0,0.0,17687.0,0.0,425.0,155.0,10,18267.0
4072,1,0,2,0,54.0,0,0.0,1832.0,0.0,0.0,1768.0,10,3600.0
4073,2,1,5,2,18.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4074,0,0,5,0,27.0,0,0.0,14.0,0.0,734.0,331.0,00,1079.0
4075,1,0,1,2,43.0,0,0.0,1947.0,0.0,0.0,1651.0,12,3598.0
4076,0,1,6,1,25.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4079,0,1,6,0,37.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4080,2,1,5,0,32.0,0,0.0,0.0,0.0,0.0,0.0,20,0.0
4081,0,0,5,2,19.0,0,857.0,0.0,0.0,0.0,0.0,02,857.0
4084,1,0,2,0,39.0,0,106.0,243.0,126.0,7.0,4967.0,10,5449.0
4086,1,0,2,2,25.0,0,0.0,4384.0,4285.0,812.0,360.0,12,9841.0
4089,2,0,4,2,42.0,0,954.0,0.0,1.0,0.0,0.0,22,955.0
4090,0,0,5,1,36.0,0,735.0,0.0,2.0,0.0,0.0,01,737.0
4091,0,0,4,1,43.0,0,0.0,168.0,3.0,0.0,452.0,01,623.0
4092,0,0,5,1,23.0,0,65.0,94.0,0.0,0.0,445.0,01,604.0
4093,1,0,1,2,57.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4094,1,0,1,2,54.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4095,1,0,1,2,51.0,0,0.0,16455.0,885.0,0.0,363.0,12,17703.0
4096,2,0,5,1,32.0,0,192.0,0.0,441.0,18.0,0.0,21,651.0
4097,1,0,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4098,2,1,5,2,8.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4099,2,1,5,2,44.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4100,2,0,5,2,27.0,0,875.0,0.0,61.0,289.0,0.0,22,1225.0
4101,0,0,5,2,48.0,0,383.0,0.0,0.0,393.0,10.0,02,786.0
4102,0,0,6,0,13.0,0,38.0,0.0,0.0,733.0,0.0,00,771.0
4103,0,1,6,2,5.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4104,0,0,4,2,18.0,0,754.0,0.0,34.0,0.0,0.0,02,788.0
4105,0,0,5,2,23.0,0,0.0,0.0,206.0,681.0,31.0,02,918.0
4106,0,0,6,2,23.0,0,0.0,153.0,11.0,646.0,0.0,02,810.0
4108,0,0,6,2,25.0,0,141.0,3.0,640.0,0.0,100.0,02,884.0
4109,2,0,4,2,32.0,0,689.0,0.0,610.0,0.0,0.0,22,1299.0
4110,2,0,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,0.0
4113,0,1,6,1,18.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4114,0,1,6,1,29.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4115,0,0,5,2,55.0,0,134.0,935.0,0.0,6.0,394.0,02,1469.0
4118,1,1,2,2,27.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4119,0,1,6,2,55.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4120,2,1,5,2,75.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4121,1,0,2,2,50.0,0,0.0,817.0,388.0,78.0,693.0,12,1976.0
4122,0,0,6,2,23.0,0,27.0,0.0,32.0,725.0,0.0,02,784.0
4123,0,0,6,1,37.0,0,715.0,0.0,54.0,0.0,0.0,01,769.0
4124,0,0,6,2,33.0,0,0.0,0.0,232.0,0.0,622.0,02,854.0
4125,2,0,5,2,45.0,0,941.0,281.0,36.0,12.0,39.0,22,1309.0
4126,1,1,1,0,47.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4127,1,1,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4128,1,0,1,2,29.0,0,0.0,6338.0,0.0,1366.0,89.0,12,7793.0
4129,2,0,4,2,19.0,0,30.0,0.0,42.0,3565.0,7.0,22,3644.0
4130,2,1,5,2,30.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4131,1,0,3,0,39.0,0,3.0,83.0,0.0,805.0,2983.0,10,3874.0
4132,1,0,3,2,31.0,0,0.0,46.0,0.0,209.0,2908.0,12,3163.0
4133,1,0,2,0,29.0,0,0.0,11417.0,12.0,795.0,402.0,10,12626.0
4134,2,0,4,2,16.0,0,546.0,90.0,23.0,513.0,0.0,22,1172.0
4135,0,0,5,1,18.0,0,0.0,2.0,1513.0,0.0,0.0,01,1515.0
4136,0,0,6,0,38.0,0,8.0,0.0,1414.0,10.0,3.0,00,1435.0
4137,0,1,6,2,50.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4138,0,1,6,1,21.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4139,0,1,6,1,22.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4140,0,1,6,2,20.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4141,2,0,5,2,36.0,0,721.0,0.0,471.0,0.0,0.0,22,1192.0
4143,1,1,1,0,31.0,1,0.0,0.0,0.0,0.0,0.0,10,0.0
4144,1,1,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4145,1,0,1,0,50.0,0,0.0,4558.0,0.0,1.0,267.0,10,4826.0
4146,0,0,4,2,40.0,0,0.0,901.0,0.0,0.0,89.0,02,990.0
4147,0,0,5,2,28.0,0,8.0,0.0,77.0,560.0,0.0,02,645.0
4148,1,0,1,2,38.0,0,2.0,114.0,771.0,3094.0,448.0,12,4429.0
4149,1,0,1,2,37.0,0,0.0,3603.0,33.0,7113.0,1.0,12,10750.0
4150,1,1,1,0,59.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4151,1,0,1,0,41.0,0,35.0,6103.0,0.0,180.0,160.0,10,6478.0
4154,0,0,5,2,40.0,0,0.0,0.0,2414.0,0.0,0.0,02,2414.0
4155,2,0,3,2,43.0,0,130.0,0.0,870.0,31.0,26.0,22,1057.0
4156,1,1,2,0,26.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4158,1,1,2,0,22.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4159,1,0,2,2,28.0,0,0.0,3627.0,0.0,31.0,3263.0,12,6921.0
4162,1,0,3,2,28.0,0,0.0,2560.0,0.0,134.0,307.0,12,3001.0
4164,0,0,5,2,24.0,0,698.0,0.0,51.0,2.0,4.0,02,755.0
4166,2,1,5,2,18.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4167,0,0,5,2,20.0,0,399.0,77.0,311.0,0.0,16.0,02,803.0
4169,1,1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4170,0,0,6,2,21.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4171,1,1,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4172,1,0,0,2,43.0,0,31.0,76.0,0.0,1353.0,1713.0,12,3173.0
4173,1,0,0,2,28.0,0,0.0,1883.0,0.0,1.0,4560.0,12,6444.0
4174,1,0,0,0,31.0,1,0.0,2461.0,0.0,51.0,2141.0,10,4653.0
4175,0,0,5,2,23.0,0,36.0,18.0,670.0,0.0,32.0,02,756.0
4176,1,1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4177,1,0,1,0,43.0,0,0.0,39.0,327.0,4643.0,85.0,10,5094.0
4178,0,0,5,2,28.0,0,1549.0,0.0,5.0,0.0,0.0,02,1554.0
4179,0,0,6,1,24.0,0,0.0,266.0,1455.0,59.0,0.0,01,1780.0
4180,0,0,5,2,27.0,0,110.0,0.0,638.0,0.0,0.0,02,748.0
4181,2,0,5,0,13.0,0,2244.0,31.0,507.0,0.0,142.0,20,2924.0
4182,2,0,4,2,27.0,0,994.0,0.0,26.0,1.0,0.0,22,1021.0
4184,0,1,6,2,24.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4186,1,0,0,2,50.0,1,13.0,239.0,0.0,161.0,2355.0,12,2768.0
4187,1,1,0,0,27.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4188,0,0,5,2,26.0,0,1170.0,0.0,0.0,187.0,100.0,02,1457.0
4191,0,0,6,0,4.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4192,0,0,6,2,9.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4193,0,0,6,2,0.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4194,0,1,6,2,35.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4195,0,1,6,2,3.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4196,2,0,3,2,25.0,0,1956.0,0.0,161.0,239.0,28.0,22,2384.0
4197,2,0,3,2,63.0,0,3087.0,0.0,60.0,2.0,0.0,22,3149.0
4198,2,1,5,2,34.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4199,2,0,5,2,35.0,0,1219.0,0.0,1742.0,740.0,0.0,22,3701.0
4200,0,1,6,2,26.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4201,0,0,6,2,39.0,0,0.0,3.0,0.0,802.0,49.0,02,854.0
4202,1,0,3,0,34.0,0,0.0,337.0,1339.0,92.0,264.0,10,2032.0
4203,1,0,1,2,36.0,0,0.0,1013.0,1.0,16.0,2825.0,12,3855.0
4204,0,1,6,2,46.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4205,0,0,5,2,26.0,0,42.0,65.0,895.0,407.0,0.0,02,1409.0
4206,2,1,5,2,28.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4207,0,0,5,0,20.0,0,0.0,3080.0,7.0,0.0,67.0,00,3154.0
4208,0,1,6,2,35.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4209,0,0,6,0,11.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4210,0,1,6,1,14.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4211,0,1,6,1,4.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4213,0,1,6,2,31.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4214,0,0,6,2,15.0,0,0.0,893.0,0.0,0.0,0.0,02,893.0
4215,0,0,6,2,39.0,0,0.0,2.0,0.0,69.0,836.0,02,907.0
4216,0,0,6,2,7.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4217,0,0,5,2,24.0,0,83.0,0.0,129.0,504.0,0.0,02,716.0
4219,2,1,4,2,26.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4220,1,0,2,0,53.0,0,0.0,864.0,49.0,39.0,2376.0,10,3328.0
4222,2,0,4,2,19.0,0,160.0,0.0,889.0,0.0,0.0,22,1049.0
4223,2,0,5,0,54.0,0,433.0,0.0,867.0,19.0,1.0,20,1320.0
4224,2,0,4,2,21.0,0,572.0,584.0,128.0,14.0,0.0,22,1298.0
4225,2,0,5,2,25.0,0,1340.0,0.0,8.0,0.0,0.0,22,1348.0
4226,2,0,4,2,48.0,0,137.0,0.0,877.0,0.0,0.0,22,1014.0
4228,2,0,3,2,13.0,0,27.0,0.0,3246.0,0.0,0.0,22,3273.0
4229,1,0,1,2,57.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4230,1,1,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4231,1,1,1,0,48.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4232,2,0,4,2,34.0,0,849.0,51.0,375.0,0.0,24.0,22,1299.0
4233,0,1,6,2,16.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4234,0,0,6,2,0.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4235,0,0,6,0,15.0,0,6.0,1740.0,2184.0,0.0,0.0,00,3930.0
4236,0,0,5,0,37.0,0,426.0,0.0,2.0,194.0,308.0,00,930.0
4237,0,0,5,2,37.0,0,452.0,0.0,234.0,19.0,1290.0,02,1995.0
4238,0,0,6,2,49.0,0,820.0,1.0,690.0,292.0,13.0,02,1816.0
4239,0,0,5,2,18.0,0,1.0,1.0,0.0,0.0,746.0,02,748.0
4240,0,0,5,2,25.0,0,101.0,32.0,0.0,137.0,633.0,02,903.0
4242,0,0,6,0,43.0,0,26.0,132.0,3.0,117.0,555.0,00,833.0
4243,0,0,5,2,20.0,0,9.0,0.0,157.0,525.0,0.0,02,691.0
4244,1,1,2,2,54.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4245,0,1,6,2,30.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4246,1,1,1,2,37.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4247,0,0,5,0,30.0,0,60.0,41.0,553.0,1.0,0.0,00,655.0
4248,0,0,5,2,20.0,0,631.0,93.0,0.0,0.0,0.0,02,724.0
4249,0,0,6,2,20.0,0,25.0,0.0,796.0,44.0,44.0,02,909.0
4250,0,0,5,2,24.0,0,0.0,591.0,0.0,0.0,1560.0,02,2151.0
4251,0,0,5,2,44.0,0,0.0,121.0,0.0,748.0,0.0,02,869.0
4252,0,0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4253,0,1,6,2,15.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4254,1,1,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4255,1,1,1,0,20.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4256,2,0,5,1,20.0,1,14.0,0.0,59.0,1777.0,0.0,21,1850.0
4257,0,1,6,2,34.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4259,0,0,4,2,20.0,0,0.0,25.0,0.0,0.0,803.0,02,828.0
4260,0,0,4,2,42.0,0,0.0,1.0,0.0,17.0,1601.0,02,1619.0
4262,2,0,5,2,43.0,0,375.0,103.0,1990.0,36.0,0.0,22,2504.0
4263,1,0,2,1,55.0,1,0.0,102.0,0.0,278.0,5353.0,11,5733.0
4264,0,0,6,2,21.0,0,29.0,27.0,47.0,694.0,11.0,02,808.0
4265,0,0,4,2,17.0,0,0.0,656.0,295.0,0.0,35.0,02,986.0
4266,1,0,2,0,54.0,0,0.0,559.0,0.0,15238.0,2799.0,10,18596.0
4269,1,0,2,0,45.0,0,0.0,496.0,0.0,1940.0,4195.0,10,6631.0
4270,1,1,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4271,1,1,2,0,19.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4273,0,0,6,2,24.0,0,191.0,497.0,0.0,0.0,16.0,02,704.0
4275,2,0,5,2,42.0,0,4102.0,0.0,36.0,0.0,1825.0,22,5963.0
4276,1,1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4279,0,1,6,2,24.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4280,0,0,6,0,23.0,0,42.0,0.0,0.0,765.0,2.0,00,809.0
4281,0,0,5,2,22.0,0,686.0,45.0,16.0,7.0,4.0,02,758.0
4282,2,0,5,2,23.0,0,176.0,493.0,169.0,0.0,1023.0,22,1861.0
4284,0,0,5,2,37.0,0,661.0,876.0,0.0,3.0,13.0,02,1553.0
4286,2,1,5,2,35.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4287,1,0,1,2,33.0,0,0.0,4592.0,0.0,209.0,954.0,12,5755.0
4288,1,0,1,0,37.0,0,0.0,2337.0,0.0,204.0,76.0,10,2617.0
4289,1,0,1,0,32.0,0,0.0,154.0,0.0,5492.0,1924.0,10,7570.0
4292,1,1,4,0,34.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4293,2,0,5,2,9.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4294,2,1,5,2,25.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4296,2,1,5,2,1.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4297,0,0,6,2,30.0,0,1.0,797.0,0.0,10.0,0.0,02,808.0
4298,1,0,2,2,64.0,0,77.0,2424.0,0.0,3001.0,127.0,12,5629.0
4299,1,0,2,2,27.0,0,267.0,2802.0,0.0,54.0,77.0,12,3200.0
4301,1,1,2,2,25.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4303,0,1,6,2,32.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4304,0,0,5,0,36.0,0,0.0,0.0,0.0,725.0,2.0,00,727.0
4306,1,0,2,2,36.0,0,1.0,5234.0,343.0,277.0,12682.0,12,18537.0
4307,0,0,6,2,37.0,0,374.0,1327.0,10.0,81.0,0.0,02,1792.0
4308,0,0,6,2,45.0,0,0.0,0.0,0.0,774.0,0.0,02,774.0
4309,1,0,2,2,22.0,0,165.0,36.0,0.0,3044.0,556.0,12,3801.0
4311,0,0,6,1,23.0,0,0.0,138.0,4.0,412.0,220.0,01,774.0
4312,0,0,5,0,31.0,0,2.0,20.0,1.0,1026.0,2.0,00,1051.0
4313,1,0,2,2,37.0,0,1.0,477.0,0.0,0.0,7087.0,12,7565.0
4314,0,0,6,2,28.0,0,5.0,0.0,0.0,1014.0,0.0,02,1019.0
4315,0,1,6,2,23.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4316,0,0,6,0,14.0,0,0.0,166.0,603.0,1.0,0.0,00,770.0
4317,1,1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4318,2,0,5,2,42.0,0,36.0,0.0,2554.0,0.0,9.0,22,2599.0
4319,0,0,5,2,53.0,0,19.0,81.0,85.0,768.0,489.0,02,1442.0
4320,0,1,6,2,46.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4321,2,0,4,2,28.0,0,0.0,79.0,2003.0,0.0,0.0,22,2082.0
4322,0,1,6,0,25.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4324,2,0,5,2,58.0,0,1246.0,0.0,66.0,36.0,0.0,22,1348.0
4325,1,0,1,2,31.0,0,0.0,2520.0,1.0,1.0,0.0,12,2522.0
4326,1,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4328,1,1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4329,1,1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4331,1,1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4332,1,0,2,2,45.0,0,0.0,7484.0,465.0,14.0,610.0,12,8573.0
4333,0,0,5,1,28.0,0,0.0,18.0,0.0,0.0,674.0,01,692.0
4335,1,1,2,2,57.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4336,1,1,2,2,68.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4337,1,0,2,0,26.0,0,0.0,431.0,28.0,10941.0,26.0,10,11426.0
4338,1,0,2,2,52.0,0,2.0,364.0,0.0,2144.0,1804.0,12,4314.0
4340,0,0,6,1,41.0,0,454.0,297.0,0.0,2.0,0.0,01,753.0
4341,0,0,4,2,14.0,0,514.0,0.0,392.0,0.0,0.0,02,906.0
4342,0,1,6,1,16.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4344,1,0,1,2,62.0,1,0.0,1633.0,0.0,1742.0,0.0,12,3375.0
4345,0,0,6,0,26.0,0,595.0,84.0,0.0,0.0,131.0,00,810.0
4346,0,0,5,2,45.0,0,65.0,63.0,3.0,713.0,27.0,02,871.0
4347,1,0,2,2,41.0,0,0.0,412.0,0.0,4030.0,0.0,12,4442.0
4349,0,0,5,0,13.0,0,8.0,1385.0,1445.0,250.0,8.0,00,3096.0
4350,1,0,1,2,48.0,0,0.0,9633.0,0.0,1.0,2.0,12,9636.0
4352,0,0,5,1,22.0,0,141.0,16.0,0.0,177.0,336.0,01,670.0
4354,0,0,4,2,45.0,0,1399.0,226.0,0.0,0.0,0.0,02,1625.0
4355,0,0,6,2,42.0,0,84.0,323.0,0.0,1251.0,120.0,02,1778.0
4356,1,0,2,2,33.0,0,0.0,7039.0,0.0,902.0,405.0,12,8346.0
4359,1,1,4,2,20.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4360,1,1,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4363,0,0,6,2,9.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4364,0,0,6,2,17.0,0,372.0,0.0,477.0,0.0,0.0,02,849.0
4365,1,0,3,2,26.0,0,0.0,823.0,0.0,1821.0,1508.0,12,4152.0
4366,1,0,3,2,38.0,0,0.0,93.0,0.0,0.0,7303.0,12,7396.0
4367,0,0,5,2,24.0,0,703.0,0.0,0.0,0.0,0.0,02,703.0
4369,0,1,6,0,2.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4370,0,1,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4371,0,1,6,2,9.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4372,0,0,5,2,30.0,0,0.0,0.0,3.0,3434.0,0.0,02,3437.0
4375,1,0,2,2,32.0,0,45.0,985.0,0.0,0.0,6803.0,12,7833.0
4378,0,1,6,2,2.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4379,0,1,6,2,1.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4380,0,1,6,2,11.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4381,0,0,6,0,3.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4382,0,1,6,2,33.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4383,0,1,6,0,3.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
4384,0,0,4,2,38.0,0,182.0,776.0,3.0,33.0,0.0,02,994.0
4385,0,1,6,1,21.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4387,1,1,2,0,64.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4388,1,1,2,0,27.0,1,0.0,0.0,0.0,0.0,0.0,10,0.0
4391,0,0,6,2,42.0,0,0.0,0.0,1677.0,65.0,62.0,02,1804.0
4392,1,0,2,0,30.0,0,0.0,4066.0,0.0,544.0,1272.0,10,5882.0
4393,0,0,5,2,38.0,0,183.0,203.0,0.0,110.0,374.0,02,870.0
4394,1,0,2,2,63.0,0,0.0,4579.0,1.0,1006.0,2084.0,12,7670.0
4396,2,1,5,2,2.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4398,2,0,3,2,37.0,0,1144.0,4.0,34.0,0.0,0.0,22,1182.0
4399,2,0,5,2,50.0,0,225.0,0.0,796.0,107.0,0.0,22,1128.0
4400,0,0,6,2,38.0,0,0.0,172.0,615.0,0.0,0.0,02,787.0
4401,1,0,2,2,28.0,1,0.0,3119.0,0.0,1404.0,366.0,12,4889.0
4402,1,1,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4403,0,0,6,2,15.0,0,0.0,7.0,0.0,749.0,0.0,02,756.0
4404,1,0,1,2,29.0,1,0.0,920.0,0.0,2052.0,3687.0,12,6659.0
4405,1,1,1,0,65.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4406,0,0,5,0,27.0,0,0.0,630.0,0.0,71.0,0.0,00,701.0
4407,2,0,5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4408,2,0,5,2,21.0,0,3148.0,0.0,1.0,0.0,0.0,22,3149.0
4409,2,1,5,2,19.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4410,2,1,5,2,39.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4412,1,0,3,0,30.0,0,818.0,44.0,2.0,2956.0,2311.0,10,6131.0
4413,0,1,6,2,30.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4414,0,1,6,2,40.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4415,2,0,4,2,26.0,0,0.0,25.0,13.0,11.0,998.0,22,1047.0
4416,0,0,5,0,38.0,0,2614.0,0.0,103.0,0.0,0.0,00,2717.0
4417,2,0,5,2,22.0,0,130.0,15.0,2454.0,0.0,0.0,22,2599.0
4419,2,0,5,2,65.0,0,1420.0,0.0,84.0,0.0,0.0,22,1504.0
4420,0,1,6,1,61.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
4421,0,0,5,2,20.0,0,0.0,0.0,111.0,39.0,1094.0,02,1244.0
4422,0,1,6,2,24.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4423,0,1,6,2,16.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4425,0,0,5,2,21.0,0,0.0,681.0,51.0,131.0,1.0,02,864.0
4426,0,1,6,2,23.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
4427,0,0,5,0,17.0,0,0.0,262.0,0.0,0.0,502.0,00,764.0
4428,0,0,5,1,24.0,0,154.0,7.0,241.0,213.0,453.0,01,1068.0
4429,0,0,6,0,27.0,0,866.0,0.0,0.0,0.0,23.0,00,889.0
4431,1,0,2,0,26.0,0,0.0,3452.0,0.0,4.0,1960.0,10,5416.0
4432,1,0,2,2,20.0,0,0.0,3.0,0.0,1271.0,2630.0,12,3904.0
4433,1,1,2,2,28.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4434,1,0,2,2,37.0,0,8.0,21.0,0.0,56.0,2167.0,12,2252.0
4435,2,0,5,2,23.0,0,706.0,0.0,0.0,0.0,583.0,22,1289.0
4439,1,1,2,2,32.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4440,1,0,2,2,44.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
4441,0,0,4,2,20.0,0,962.0,0.0,4581.0,105.0,0.0,02,5648.0
4442,2,0,5,2,30.0,0,531.0,807.0,35.0,200.0,0.0,22,1573.0
4443,2,0,5,2,29.0,0,574.0,0.0,4940.0,1831.0,2.0,22,7347.0
4444,0,0,6,2,22.0,0,37.0,3.0,0.0,305.0,581.0,02,926.0
4445,2,1,5,2,35.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4448,1,0,4,2,38.0,0,0.0,4504.0,0.0,13.0,302.0,12,4819.0
4449,1,0,2,2,34.0,0,0.0,48.0,2067.0,3.0,6.0,12,2124.0
4450,1,1,2,0,34.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
4452,2,0,3,2,53.0,0,204.0,142.0,380.0,38.0,1.0,22,765.0
4453,1,0,0,2,28.0,0,0.0,395.0,118.0,14.0,1647.0,12,2174.0
4454,1,0,0,2,31.0,0,0.0,1382.0,0.0,1795.0,588.0,12,3765.0
4455,2,0,5,1,56.0,0,233.0,0.0,1356.0,0.0,171.0,21,1760.0
4457,0,0,4,0,30.0,0,25.0,245.0,198.0,2.0,321.0,00,791.0
4458,2,1,5,2,32.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
4461,0,0,5,2,24.0,0,185.0,0.0,476.0,1810.0,53.0,02,2524.0
4462,0,0,5,2,44.0,0,248.0,0.0,0.0,0.0,623.0,02,871.0
4463,0,0,5,2,25.0,0,0.0,3.0,23.0,693.0,0.0,02,719.0
